x,u
0.000000,0.268135
0.100000,0.196008
0.200000,0.138265
0.300000,0.094106
0.400000,0.061793
0.500000,0.039141
0.600000,0.023913
0.700000,0.014090
0.800000,0.008006
0.900000,0.004386
1.000000,0.002317
1.100000,0.001180
1.200000,0.000579
1.300000,0.000274
1.400000,0.000125
1.500000,0.000055
1.600000,0.000023
1.700000,0.000009
1.800000,0.000004
1.900000,0.000001
2.000000,0.000001
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000001
6.300000,0.000001
6.400000,0.000004
6.500000,0.000009
6.600000,0.000020
6.700000,0.000045
6.800000,0.000098
6.900000,0.000208
7.000000,0.000429
7.100000,0.000854
7.200000,0.001648
7.300000,0.003083
7.400000,0.005586
7.500000,0.009803
7.600000,0.016662
7.700000,0.027422
7.800000,0.043696
7.900000,0.067403
8.000000,0.100636
8.100000,0.145412
8.200000,0.203312
8.300000,0.275029
8.400000,0.359902
8.500000,0.455534
8.600000,0.557605
8.700000,0.659995
8.800000,0.755270
8.900000,0.835511
9.000000,0.893366
9.100000,0.923157
9.200000,0.921788
9.300000,0.889278
9.400000,0.828775
9.500000,0.746057
9.600000,0.648613
9.700000,0.544529
9.800000,0.441392
0.000000,0.345413
