x,u
0.000000,0.701721
0.100000,0.679253
0.200000,0.644142
0.300000,0.598329
0.400000,0.544295
0.500000,0.484831
0.600000,0.422796
0.700000,0.360895
0.800000,0.301484
0.900000,0.246434
1.000000,0.197066
1.100000,0.154141
1.200000,0.117907
1.300000,0.088185
1.400000,0.064476
1.500000,0.046076
1.600000,0.032176
1.700000,0.021953
1.800000,0.014631
1.900000,0.009523
2.000000,0.006052
2.100000,0.003755
2.200000,0.002274
2.300000,0.001344
2.400000,0.000775
2.500000,0.000436
2.600000,0.000239
2.700000,0.000128
2.800000,0.000067
2.900000,0.000034
3.000000,0.000017
3.100000,0.000008
3.200000,0.000004
3.300000,0.000002
3.400000,0.000001
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000001
6.100000,0.000001
6.200000,0.000003
6.300000,0.000005
6.400000,0.000010
6.500000,0.000018
6.600000,0.000033
6.700000,0.000058
6.800000,0.000103
6.900000,0.000177
7.000000,0.000300
7.100000,0.000501
7.200000,0.000824
7.300000,0.001331
7.400000,0.002115
7.500000,0.003306
7.600000,0.005080
7.700000,0.007675
7.800000,0.011400
7.900000,0.016645
8.000000,0.023883
8.100000,0.033677
8.200000,0.046660
8.300000,0.063513
8.400000,0.084924
8.500000,0.111530
8.600000,0.143845
8.700000,0.182169
8.800000,0.226502
8.900000,0.276458
9.000000,0.331193
9.100000,0.389375
9.200000,0.449186
9.300000,0.508382
9.400000,0.564413
9.500000,0.614581
9.600000,0.656253
9.700000,0.687077
9.800000,0.705202
0.000000,0.709456
