x,u
0.000000,0.012843
0.100000,0.008225
0.200000,0.005139
0.300000,0.003132
0.400000,0.001861
0.500000,0.001078
0.600000,0.000609
0.700000,0.000335
0.800000,0.000180
0.900000,0.000094
1.000000,0.000048
1.100000,0.000024
1.200000,0.000011
1.300000,0.000005
1.400000,0.000002
1.500000,0.000001
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000001
4.400000,0.000002
4.500000,0.000003
4.600000,0.000007
4.700000,0.000012
4.800000,0.000023
4.900000,0.000042
5.000000,0.000075
5.100000,0.000132
5.200000,0.000229
5.300000,0.000390
5.400000,0.000653
5.500000,0.001074
5.600000,0.001737
5.700000,0.002760
5.800000,0.004311
5.900000,0.006614
6.000000,0.009970
6.100000,0.014763
6.200000,0.021470
6.300000,0.030664
6.400000,0.043004
6.500000,0.059212
6.600000,0.080033
6.700000,0.106176
6.800000,0.138239
6.900000,0.176609
7.000000,0.221366
7.100000,0.272186
7.200000,0.328255
7.300000,0.388224
7.400000,0.450209
7.500000,0.511847
7.600000,0.570416
7.700000,0.623020
7.800000,0.666808
7.900000,0.699227
8.000000,0.718264
8.100000,0.722647
8.200000,0.711986
8.300000,0.686825
8.400000,0.648599
8.500000,0.599497
8.600000,0.542252
8.700000,0.479890
8.800000,0.415463
8.900000,0.351797
9.000000,0.291302
9.100000,0.235833
9.200000,0.186635
9.300000,0.144355
9.400000,0.109102
9.500000,0.080559
9.600000,0.058102
9.700000,0.040924
9.800000,0.028145
0.000000,0.018895
