x,u
0.000000,0.000012
0.100000,0.000006
0.200000,0.000003
0.300000,0.000001
0.400000,0.000001
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000001
2.600000,0.000001
2.700000,0.000002
2.800000,0.000004
2.900000,0.000008
3.000000,0.000014
3.100000,0.000024
3.200000,0.000042
3.300000,0.000072
3.400000,0.000120
3.500000,0.000199
3.600000,0.000326
3.700000,0.000524
3.800000,0.000832
3.900000,0.001302
4.000000,0.002008
4.100000,0.003051
4.200000,0.004568
4.300000,0.006738
4.400000,0.009792
4.500000,0.014018
4.600000,0.019766
4.700000,0.027448
4.800000,0.037535
4.900000,0.050541
5.000000,0.067001
5.100000,0.087439
5.200000,0.112321
5.300000,0.142005
5.400000,0.176677
5.500000,0.216293
5.600000,0.260516
5.700000,0.308679
5.800000,0.359753
5.900000,0.412359
6.000000,0.464796
6.100000,0.515123
6.200000,0.561260
6.300000,0.601125
6.400000,0.632784
6.500000,0.654601
6.600000,0.665379
6.700000,0.664465
6.800000,0.651815
6.900000,0.628006
7.000000,0.594193
7.100000,0.552016
7.200000,0.503467
7.300000,0.450734
7.400000,0.396035
7.500000,0.341462
7.600000,0.288855
7.700000,0.239705
7.800000,0.195102
7.900000,0.155728
8.000000,0.121876
8.100000,0.093507
8.200000,0.070318
8.300000,0.051823
8.400000,0.037422
8.500000,0.026473
8.600000,0.018343
8.700000,0.012447
8.800000,0.008270
8.900000,0.005379
9.000000,0.003425
9.100000,0.002133
9.200000,0.001300
9.300000,0.000775
9.400000,0.000452
9.500000,0.000258
9.600000,0.000144
9.700000,0.000078
9.800000,0.000042
0.000000,0.000022
