x,u
0.000000,0.000002
0.100000,0.000001
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000001
1.700000,0.000001
1.800000,0.000002
1.900000,0.000003
2.000000,0.000005
2.100000,0.000009
2.200000,0.000015
2.300000,0.000026
2.400000,0.000042
2.500000,0.000069
2.600000,0.000112
2.700000,0.000178
2.800000,0.000280
2.900000,0.000437
3.000000,0.000672
3.100000,0.001021
3.200000,0.001532
3.300000,0.002270
3.400000,0.003323
3.500000,0.004802
3.600000,0.006853
3.700000,0.009655
3.800000,0.013428
3.900000,0.018436
4.000000,0.024983
4.100000,0.033414
4.200000,0.044103
4.300000,0.057442
4.400000,0.073820
4.500000,0.093599
4.600000,0.117077
4.700000,0.144456
4.800000,0.175802
4.900000,0.211007
5.000000,0.249753
5.100000,0.291490
5.200000,0.335421
5.300000,0.380513
5.400000,0.425516
5.500000,0.469012
5.600000,0.509481
5.700000,0.545383
5.800000,0.575253
5.900000,0.597793
6.000000,0.611969
6.100000,0.617087
6.200000,0.612846
6.300000,0.599368
6.400000,0.577195
6.500000,0.547251
6.600000,0.510778
6.700000,0.469253
6.800000,0.424284
6.900000,0.377508
7.000000,0.330492
7.100000,0.284644
7.200000,0.241155
7.300000,0.200947
7.400000,0.164666
7.500000,0.132678
7.600000,0.105102
7.700000,0.081841
7.800000,0.062637
7.900000,0.047110
8.000000,0.034815
8.100000,0.025276
8.200000,0.018026
8.300000,0.012626
8.400000,0.008684
8.500000,0.005864
8.600000,0.003887
8.700000,0.002529
8.800000,0.001615
8.900000,0.001012
9.000000,0.000622
9.100000,0.000375
9.200000,0.000222
9.300000,0.000129
9.400000,0.000073
9.500000,0.000041
9.600000,0.000022
9.700000,0.000012
9.800000,0.000006
0.000000,0.000003
