x,u
0.000000,0.259369
0.100000,0.199864
0.200000,0.149792
0.300000,0.109167
0.400000,0.077350
0.500000,0.053272
0.600000,0.035656
0.700000,0.023188
0.800000,0.014649
0.900000,0.008988
1.000000,0.005355
1.100000,0.003097
1.200000,0.001739
1.300000,0.000948
1.400000,0.000501
1.500000,0.000257
1.600000,0.000128
1.700000,0.000062
1.800000,0.000029
1.900000,0.000013
2.000000,0.000006
2.100000,0.000002
2.200000,0.000001
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000001
5.700000,0.000001
5.800000,0.000003
5.900000,0.000005
6.000000,0.000011
6.100000,0.000022
6.200000,0.000043
6.300000,0.000082
6.400000,0.000154
6.500000,0.000284
6.600000,0.000513
6.700000,0.000906
6.800000,0.001565
6.900000,0.002647
7.000000,0.004380
7.100000,0.007087
7.200000,0.011216
7.300000,0.017356
7.400000,0.026257
7.500000,0.038828
7.600000,0.056116
7.700000,0.079252
7.800000,0.109353
7.900000,0.147393
8.000000,0.194035
8.100000,0.249437
8.200000,0.313074
8.300000,0.383583
8.400000,0.458694
8.500000,0.535254
8.600000,0.609384
8.700000,0.676764
8.800000,0.733024
8.900000,0.774201
9.000000,0.797191
9.100000,0.800132
9.200000,0.782654
9.300000,0.745938
9.400000,0.692592
9.500000,0.626338
9.600000,0.551585
9.700000,0.472937
9.800000,0.394726
0.000000,0.320629
