x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000001
2.200000,0.000002
2.300000,0.000003
2.400000,0.000005
2.500000,0.000010
2.600000,0.000017
2.700000,0.000030
2.800000,0.000051
2.900000,0.000087
3.000000,0.000146
3.100000,0.000241
3.200000,0.000392
3.300000,0.000629
3.400000,0.000995
3.500000,0.001551
3.600000,0.002383
3.700000,0.003605
3.800000,0.005375
3.900000,0.007894
4.000000,0.011418
4.100000,0.016268
4.200000,0.022824
4.300000,0.031532
4.400000,0.042891
4.500000,0.057436
4.600000,0.075710
4.700000,0.098227
4.800000,0.125420
4.900000,0.157582
5.000000,0.194805
5.100000,0.236917
5.200000,0.283429
5.300000,0.333492
5.400000,0.385896
5.500000,0.439078
5.600000,0.491183
5.700000,0.540156
5.800000,0.583865
5.900000,0.620247
6.000000,0.647464
6.100000,0.664060
6.200000,0.669079
6.300000,0.662164
6.400000,0.643590
6.500000,0.614250
6.600000,0.575584
6.700000,0.529463
6.800000,0.478036
6.900000,0.423561
7.000000,0.368243
7.100000,0.314086
7.200000,0.262777
7.300000,0.215617
7.400000,0.173486
7.500000,0.136854
7.600000,0.105825
7.700000,0.080203
7.800000,0.059564
7.900000,0.043340
8.000000,0.030891
8.100000,0.021565
8.200000,0.014742
8.300000,0.009866
8.400000,0.006464
8.500000,0.004144
8.600000,0.002600
8.700000,0.001596
8.800000,0.000958
8.900000,0.000563
9.000000,0.000323
9.100000,0.000181
9.200000,0.000099
9.300000,0.000053
9.400000,0.000028
9.500000,0.000014
9.600000,0.000007
9.700000,0.000003
9.800000,0.000002
0.000000,0.000001
