x,u
0.000000,0.000316
0.100000,0.000611
0.200000,0.001148
0.300000,0.002099
0.400000,0.003734
0.500000,0.006460
0.600000,0.010867
0.700000,0.017773
0.800000,0.028257
0.900000,0.043663
1.000000,0.065561
1.100000,0.095645
1.200000,0.135544
1.300000,0.186566
1.400000,0.249368
1.500000,0.323617
1.600000,0.407690
1.700000,0.498497
1.800000,0.591497
1.900000,0.680965
2.000000,0.760508
2.100000,0.823786
2.200000,0.865328
2.300000,0.881306
2.400000,0.870116
2.500000,0.832638
2.600000,0.772127
2.700000,0.693744
2.800000,0.603828
2.900000,0.509045
3.000000,0.415579
3.100000,0.328497
3.200000,0.251372
3.300000,0.186181
3.400000,0.133449
3.500000,0.092552
3.600000,0.062097
3.700000,0.040300
3.800000,0.025294
3.900000,0.015351
4.000000,0.009008
4.100000,0.005109
4.200000,0.002801
4.300000,0.001484
4.400000,0.000759
4.500000,0.000376
4.600000,0.000179
4.700000,0.000083
4.800000,0.000037
4.900000,0.000016
5.000000,0.000007
5.100000,0.000003
5.200000,0.000001
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000000
7.600000,0.000000
7.700000,0.000000
7.800000,0.000000
7.900000,0.000000
8.000000,0.000000
8.100000,0.000000
8.200000,0.000000
8.300000,0.000000
8.400000,0.000000
8.500000,0.000000
8.600000,0.000000
8.700000,0.000000
8.800000,0.000000
8.900000,0.000000
9.000000,0.000000
9.100000,0.000000
9.200000,0.000001
9.300000,0.000002
9.400000,0.000004
9.500000,0.000009
9.600000,0.000019
9.700000,0.000041
9.800000,0.000086
0.000000,0.000175
