x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000001
3.600000,0.000002
3.700000,0.000004
3.800000,0.000008
3.900000,0.000016
4.000000,0.000033
4.100000,0.000066
4.200000,0.000128
4.300000,0.000243
4.400000,0.000451
4.500000,0.000818
4.600000,0.001447
4.700000,0.002503
4.800000,0.004226
4.900000,0.006970
5.000000,0.011224
5.100000,0.017644
5.200000,0.027073
5.300000,0.040542
5.400000,0.059238
5.500000,0.084445
5.600000,0.117418
5.700000,0.159227
5.800000,0.210542
5.900000,0.271411
6.000000,0.341040
6.100000,0.417631
6.200000,0.498323
6.300000,0.579271
6.400000,0.655880
6.500000,0.723200
6.600000,0.776430
6.700000,0.811475
6.800000,0.825457
6.900000,0.817103
7.000000,0.786937
7.100000,0.737225
7.200000,0.671696
7.300000,0.595080
7.400000,0.512533
7.500000,0.429070
7.600000,0.349068
7.700000,0.275918
7.800000,0.211864
7.900000,0.157998
8.000000,0.114415
8.100000,0.080438
8.200000,0.054891
8.300000,0.036352
8.400000,0.023358
8.500000,0.014560
8.600000,0.008803
8.700000,0.005161
8.800000,0.002933
8.900000,0.001616
9.000000,0.000863
9.100000,0.000447
9.200000,0.000224
9.300000,0.000109
9.400000,0.000051
9.500000,0.000023
9.600000,0.000010
9.700000,0.000004
9.800000,0.000002
0.000000,0.000001
