x,u
0.000000,0.003810
0.100000,0.001979
0.200000,0.000990
0.300000,0.000477
0.400000,0.000221
0.500000,0.000099
0.600000,0.000043
0.700000,0.000018
0.800000,0.000007
0.900000,0.000003
1.000000,0.000001
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000001
5.500000,0.000002
5.600000,0.000006
5.700000,0.000014
5.800000,0.000032
5.900000,0.000072
6.000000,0.000157
6.100000,0.000332
6.200000,0.000678
6.300000,0.001342
6.400000,0.002570
6.500000,0.004760
6.600000,0.008528
6.700000,0.014778
6.800000,0.024762
6.900000,0.040118
7.000000,0.062836
7.100000,0.095138
7.200000,0.139221
7.300000,0.196886
7.400000,0.269048
7.500000,0.355219
7.600000,0.453062
7.700000,0.558166
7.800000,0.664139
7.900000,0.763120
8.000000,0.846665
8.100000,0.906910
8.200000,0.937777
8.300000,0.935979
8.400000,0.901600
8.500000,0.838095
8.600000,0.751718
8.700000,0.650506
8.800000,0.543042
8.900000,0.437275
9.000000,0.339601
9.100000,0.254349
9.200000,0.183693
9.300000,0.127913
9.400000,0.085871
9.500000,0.055572
9.600000,0.034665
9.700000,0.020841
9.800000,0.012075
0.000000,0.006742
