x,u
0.000000,0.404402
0.100000,0.359531
0.200000,0.314719
0.300000,0.271220
0.400000,0.230080
0.500000,0.192105
0.600000,0.157851
0.700000,0.127628
0.800000,0.101527
0.900000,0.079450
1.000000,0.061154
1.100000,0.046293
1.200000,0.034459
1.300000,0.025219
1.400000,0.018144
1.500000,0.012831
1.600000,0.008917
1.700000,0.006090
1.800000,0.004086
1.900000,0.002693
2.000000,0.001743
2.100000,0.001108
2.200000,0.000692
2.300000,0.000424
2.400000,0.000255
2.500000,0.000150
2.600000,0.000087
2.700000,0.000050
2.800000,0.000028
2.900000,0.000015
3.000000,0.000008
3.100000,0.000004
3.200000,0.000002
3.300000,0.000001
3.400000,0.000001
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000001
4.800000,0.000001
4.900000,0.000002
5.000000,0.000004
5.100000,0.000007
5.200000,0.000011
5.300000,0.000018
5.400000,0.000030
5.500000,0.000049
5.600000,0.000080
5.700000,0.000127
5.800000,0.000199
5.900000,0.000310
6.000000,0.000476
6.100000,0.000722
6.200000,0.001084
6.300000,0.001608
6.400000,0.002357
6.500000,0.003413
6.600000,0.004883
6.700000,0.006902
6.800000,0.009637
6.900000,0.013291
7.000000,0.018107
7.100000,0.024362
7.200000,0.032371
7.300000,0.042473
7.400000,0.055026
7.500000,0.070385
7.600000,0.088881
7.700000,0.110794
7.800000,0.136324
7.900000,0.165551
8.000000,0.198408
8.100000,0.234648
8.200000,0.273819
8.300000,0.315253
8.400000,0.358066
8.500000,0.401175
8.600000,0.443332
8.700000,0.483178
8.800000,0.519307
8.900000,0.550348
9.000000,0.575045
9.100000,0.592342
9.200000,0.601457
9.300000,0.601937
9.400000,0.593698
9.500000,0.577032
9.600000,0.552595
9.700000,0.521359
9.800000,0.484552
0.000000,0.443576
