x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000001
1.300000,0.000001
1.400000,0.000002
1.500000,0.000004
1.600000,0.000008
1.700000,0.000016
1.800000,0.000030
1.900000,0.000056
2.000000,0.000101
2.100000,0.000180
2.200000,0.000315
2.300000,0.000542
2.400000,0.000914
2.500000,0.001515
2.600000,0.002465
2.700000,0.003935
2.800000,0.006164
2.900000,0.009472
3.000000,0.014281
3.100000,0.021118
3.200000,0.030626
3.300000,0.043552
3.400000,0.060722
3.500000,0.082993
3.600000,0.111181
3.700000,0.145963
3.800000,0.187767
3.900000,0.236639
4.000000,0.292132
4.100000,0.353207
4.200000,0.418183
4.300000,0.484753
4.400000,0.550073
4.500000,0.610932
4.600000,0.663997
4.700000,0.706098
4.800000,0.734541
4.900000,0.747381
5.000000,0.743648
5.100000,0.723459
5.200000,0.688025
5.300000,0.639528
5.400000,0.580896
5.500000,0.515516
5.600000,0.446897
5.700000,0.378368
5.800000,0.312808
5.900000,0.252473
6.000000,0.198903
6.100000,0.152922
6.200000,0.114715
6.300000,0.083946
6.400000,0.059914
6.500000,0.041698
6.600000,0.028292
6.700000,0.018711
6.800000,0.012059
6.900000,0.007573
7.000000,0.004632
7.100000,0.002760
7.200000,0.001601
7.300000,0.000904
7.400000,0.000497
7.500000,0.000266
7.600000,0.000138
7.700000,0.000070
7.800000,0.000034
7.900000,0.000016
8.000000,0.000008
8.100000,0.000003
8.200000,0.000002
8.300000,0.000001
8.400000,0.000000
8.500000,0.000000
8.600000,0.000000
8.700000,0.000000
8.800000,0.000000
8.900000,0.000000
9.000000,0.000000
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
