x,u
0.000000,0.000431
0.100000,0.000257
0.200000,0.000150
0.300000,0.000086
0.400000,0.000048
0.500000,0.000027
0.600000,0.000014
0.700000,0.000008
0.800000,0.000004
0.900000,0.000002
1.000000,0.000001
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000001
2.600000,0.000001
2.700000,0.000002
2.800000,0.000004
2.900000,0.000006
3.000000,0.000010
3.100000,0.000017
3.200000,0.000029
3.300000,0.000048
3.400000,0.000077
3.500000,0.000124
3.600000,0.000196
3.700000,0.000308
3.800000,0.000477
3.900000,0.000729
4.000000,0.001102
4.100000,0.001645
4.200000,0.002426
4.300000,0.003533
4.400000,0.005082
4.500000,0.007218
4.600000,0.010124
4.700000,0.014021
4.800000,0.019171
4.900000,0.025876
5.000000,0.034477
5.100000,0.045341
5.200000,0.058851
5.300000,0.075384
5.400000,0.095285
5.500000,0.118836
5.600000,0.146224
5.700000,0.177496
5.800000,0.212529
5.900000,0.250998
6.000000,0.292349
6.100000,0.335790
6.200000,0.380301
6.300000,0.424655
6.400000,0.467466
6.500000,0.507253
6.600000,0.542518
6.700000,0.571838
6.800000,0.593954
6.900000,0.607866
7.000000,0.612899
7.100000,0.608762
7.200000,0.595573
7.300000,0.573852
7.400000,0.544493
7.500000,0.508698
7.600000,0.467898
7.700000,0.423656
7.800000,0.377564
7.900000,0.331155
8.000000,0.285810
8.100000,0.242703
8.200000,0.202753
8.300000,0.166608
8.400000,0.134648
8.500000,0.107010
8.600000,0.083620
8.700000,0.064238
8.800000,0.048507
8.900000,0.036000
9.000000,0.026254
9.100000,0.018813
9.200000,0.013243
9.300000,0.009156
9.400000,0.006218
9.500000,0.004146
9.600000,0.002714
9.700000,0.001744
9.800000,0.001100
0.000000,0.000681
