x,u
0.000000,0.430369
0.100000,0.478380
0.200000,0.523387
0.300000,0.563557
0.400000,0.597127
0.500000,0.622521
0.600000,0.638480
0.700000,0.644155
0.800000,0.639187
0.900000,0.623739
1.000000,0.598492
1.100000,0.564593
1.200000,0.523571
1.300000,0.477221
1.400000,0.427470
1.500000,0.376248
1.600000,0.325357
1.700000,0.276378
1.800000,0.230588
1.900000,0.188929
2.000000,0.151992
2.100000,0.120044
2.200000,0.093065
2.300000,0.070809
2.400000,0.052867
2.500000,0.038726
2.600000,0.027827
2.700000,0.019611
2.800000,0.013553
2.900000,0.009184
3.000000,0.006100
3.100000,0.003972
3.200000,0.002534
3.300000,0.001584
3.400000,0.000970
3.500000,0.000582
3.600000,0.000342
3.700000,0.000196
3.800000,0.000111
3.900000,0.000061
4.000000,0.000033
4.100000,0.000017
4.200000,0.000009
4.300000,0.000005
4.400000,0.000002
4.500000,0.000001
4.600000,0.000001
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000001
6.500000,0.000001
6.600000,0.000002
6.700000,0.000004
6.800000,0.000007
6.900000,0.000012
7.000000,0.000021
7.100000,0.000035
7.200000,0.000059
7.300000,0.000098
7.400000,0.000160
7.500000,0.000258
7.600000,0.000412
7.700000,0.000647
7.800000,0.001003
7.900000,0.001535
8.000000,0.002316
8.100000,0.003449
8.200000,0.005065
8.300000,0.007335
8.400000,0.010476
8.500000,0.014754
8.600000,0.020487
8.700000,0.028046
8.800000,0.037848
8.900000,0.050344
9.000000,0.066000
9.100000,0.085269
9.200000,0.108553
9.300000,0.136161
9.400000,0.168259
9.500000,0.204818
9.600000,0.245573
9.700000,0.289977
9.800000,0.337187
0.000000,0.386058
