x,u
0.000000,0.613016
0.100000,0.634044
0.200000,0.645047
0.300000,0.645403
0.400000,0.635013
0.500000,0.614311
0.600000,0.584237
0.700000,0.546168
0.800000,0.501811
0.900000,0.453074
1.000000,0.401932
1.100000,0.350290
1.200000,0.299869
1.300000,0.252115
1.400000,0.208145
1.500000,0.168719
1.600000,0.134255
1.700000,0.104857
1.800000,0.080370
1.900000,0.060444
2.000000,0.044596
2.100000,0.032275
2.200000,0.022908
2.300000,0.015943
2.400000,0.010879
2.500000,0.007276
2.600000,0.004769
2.700000,0.003063
2.800000,0.001928
2.900000,0.001188
3.000000,0.000717
3.100000,0.000424
3.200000,0.000245
3.300000,0.000139
3.400000,0.000077
3.500000,0.000042
3.600000,0.000022
3.700000,0.000012
3.800000,0.000006
3.900000,0.000003
4.000000,0.000001
4.100000,0.000001
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000001
6.100000,0.000001
6.200000,0.000003
6.300000,0.000005
6.400000,0.000008
6.500000,0.000015
6.600000,0.000025
6.700000,0.000043
6.800000,0.000072
6.900000,0.000118
7.000000,0.000193
7.100000,0.000310
7.200000,0.000493
7.300000,0.000771
7.400000,0.001192
7.500000,0.001817
7.600000,0.002732
7.700000,0.004051
7.800000,0.005924
7.900000,0.008543
8.000000,0.012147
8.100000,0.017029
8.200000,0.023533
8.300000,0.032058
8.400000,0.043043
8.500000,0.056956
8.600000,0.074269
8.700000,0.095422
8.800000,0.120789
8.900000,0.150625
9.000000,0.185016
9.100000,0.223830
9.200000,0.266669
9.300000,0.312844
9.400000,0.361354
9.500000,0.410901
9.600000,0.459930
9.700000,0.506691
9.800000,0.549339
0.000000,0.586044
