x,u
0.000000,0.162199
0.100000,0.202780
0.200000,0.248996
0.300000,0.300257
0.400000,0.355522
0.500000,0.413286
0.600000,0.471612
0.700000,0.528209
0.800000,0.580564
0.900000,0.626114
1.000000,0.662447
1.100000,0.687506
1.200000,0.699781
1.300000,0.698459
1.400000,0.683508
1.500000,0.655694
1.600000,0.616513
1.700000,0.568063
1.800000,0.512851
1.900000,0.453579
2.000000,0.392923
2.100000,0.333335
2.200000,0.276884
2.300000,0.225154
2.400000,0.179205
2.500000,0.139582
2.600000,0.106375
2.700000,0.079306
2.800000,0.057828
2.900000,0.041234
3.000000,0.028746
3.100000,0.019590
3.200000,0.013047
3.300000,0.008491
3.400000,0.005398
3.500000,0.003352
3.600000,0.002033
3.700000,0.001204
3.800000,0.000696
3.900000,0.000392
4.000000,0.000216
4.100000,0.000116
4.200000,0.000061
4.300000,0.000031
4.400000,0.000015
4.500000,0.000007
4.600000,0.000004
4.700000,0.000002
4.800000,0.000001
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000001
7.400000,0.000001
7.500000,0.000003
7.600000,0.000005
7.700000,0.000010
7.800000,0.000018
7.900000,0.000032
8.000000,0.000056
8.100000,0.000097
8.200000,0.000166
8.300000,0.000281
8.400000,0.000466
8.500000,0.000762
8.600000,0.001226
8.700000,0.001941
8.800000,0.003023
8.900000,0.004632
9.000000,0.006981
9.100000,0.010348
9.200000,0.015086
9.300000,0.021625
9.400000,0.030479
9.500000,0.042232
9.600000,0.057519
9.700000,0.076996
9.800000,0.101286
0.000000,0.130921
