x,u
0.000000,0.311715
0.100000,0.379578
0.200000,0.451610
0.300000,0.524889
0.400000,0.595850
0.500000,0.660532
0.600000,0.714924
0.700000,0.755363
0.800000,0.778936
0.900000,0.783822
1.000000,0.769521
1.100000,0.736935
1.200000,0.688273
1.300000,0.626804
1.400000,0.556491
1.500000,0.481566
1.600000,0.406105
1.700000,0.333672
1.800000,0.267064
1.900000,0.208180
2.000000,0.158015
2.100000,0.116765
2.200000,0.083983
2.300000,0.058782
2.400000,0.040030
2.500000,0.026517
2.600000,0.017083
2.700000,0.010701
2.800000,0.006517
2.900000,0.003857
3.000000,0.002218
3.100000,0.001240
3.200000,0.000673
3.300000,0.000355
3.400000,0.000182
3.500000,0.000090
3.600000,0.000043
3.700000,0.000020
3.800000,0.000009
3.900000,0.000004
4.000000,0.000002
4.100000,0.000001
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000001
7.500000,0.000002
7.600000,0.000004
7.700000,0.000009
7.800000,0.000018
7.900000,0.000034
8.000000,0.000065
8.100000,0.000121
8.200000,0.000221
8.300000,0.000397
8.400000,0.000697
8.500000,0.001199
8.600000,0.002022
8.700000,0.003338
8.800000,0.005397
8.900000,0.008545
9.000000,0.013244
9.100000,0.020093
9.200000,0.029835
9.300000,0.043349
9.400000,0.061622
9.500000,0.085693
9.600000,0.116552
9.700000,0.155023
9.800000,0.201606
0.000000,0.256310
