x,u
0.000000,0.084812
0.100000,0.107793
0.200000,0.135011
0.300000,0.166629
0.400000,0.202623
0.500000,0.242737
0.600000,0.286447
0.700000,0.332942
0.800000,0.381118
0.900000,0.429604
1.000000,0.476810
1.100000,0.521003
1.200000,0.560405
1.300000,0.593306
1.400000,0.618184
1.500000,0.633820
1.600000,0.639396
1.700000,0.634562
1.800000,0.619474
1.900000,0.594787
2.000000,0.561605
2.100000,0.521405
2.200000,0.475919
2.300000,0.427020
2.400000,0.376580
2.500000,0.326363
2.600000,0.277919
2.700000,0.232511
2.800000,0.191080
2.900000,0.154230
3.000000,0.122247
3.100000,0.095139
3.200000,0.072688
3.300000,0.054510
3.400000,0.040118
3.500000,0.028972
3.600000,0.020527
3.700000,0.014266
3.800000,0.009724
3.900000,0.006500
4.000000,0.004259
4.100000,0.002736
4.200000,0.001723
4.300000,0.001063
4.400000,0.000642
4.500000,0.000380
4.600000,0.000221
4.700000,0.000125
4.800000,0.000070
4.900000,0.000038
5.000000,0.000020
5.100000,0.000011
5.200000,0.000005
5.300000,0.000003
5.400000,0.000001
5.500000,0.000001
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000001
7.400000,0.000001
7.500000,0.000003
7.600000,0.000005
7.700000,0.000008
7.800000,0.000014
7.900000,0.000024
8.000000,0.000040
8.100000,0.000067
8.200000,0.000110
8.300000,0.000179
8.400000,0.000287
8.500000,0.000453
8.600000,0.000708
8.700000,0.001092
8.800000,0.001660
8.900000,0.002491
9.000000,0.003688
9.100000,0.005386
9.200000,0.007760
9.300000,0.011027
9.400000,0.015455
9.500000,0.021360
9.600000,0.029110
9.700000,0.039116
9.800000,0.051819
0.000000,0.067672
