x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000001
0.400000,0.000001
0.500000,0.000002
0.600000,0.000004
0.700000,0.000007
0.800000,0.000012
0.900000,0.000022
1.000000,0.000038
1.100000,0.000066
1.200000,0.000113
1.300000,0.000189
1.400000,0.000313
1.500000,0.000510
1.600000,0.000819
1.700000,0.001295
1.800000,0.002017
1.900000,0.003094
2.000000,0.004673
2.100000,0.006948
2.200000,0.010172
2.300000,0.014660
2.400000,0.020796
2.500000,0.029034
2.600000,0.039890
2.700000,0.053927
2.800000,0.071728
2.900000,0.093853
3.000000,0.120792
3.100000,0.152900
3.200000,0.190326
3.300000,0.232949
3.400000,0.280310
3.500000,0.331570
3.600000,0.385491
3.700000,0.440453
3.800000,0.494506
3.900000,0.545472
4.000000,0.591075
4.100000,0.629102
4.200000,0.657577
4.300000,0.674927
4.400000,0.680124
4.500000,0.672787
4.600000,0.653221
4.700000,0.622401
4.800000,0.581890
4.900000,0.533710
5.000000,0.480170
5.100000,0.423682
5.200000,0.366583
5.300000,0.310970
5.400000,0.258589
5.500000,0.210751
5.600000,0.168317
5.700000,0.131707
5.800000,0.100958
5.900000,0.075795
6.000000,0.055723
6.100000,0.040109
6.200000,0.028262
6.300000,0.019490
6.400000,0.013152
6.500000,0.008683
6.600000,0.005607
6.700000,0.003542
6.800000,0.002187
6.900000,0.001320
7.000000,0.000779
7.100000,0.000449
7.200000,0.000253
7.300000,0.000139
7.400000,0.000075
7.500000,0.000039
7.600000,0.000020
7.700000,0.000010
7.800000,0.000005
7.900000,0.000002
8.000000,0.000001
8.100000,0.000000
8.200000,0.000000
8.300000,0.000000
8.400000,0.000000
8.500000,0.000000
8.600000,0.000000
8.700000,0.000000
8.800000,0.000000
8.900000,0.000000
9.000000,0.000000
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
