x,u
0.000000,0.243685
0.100000,0.194049
0.200000,0.151082
0.300000,0.114988
0.400000,0.085536
0.500000,0.062174
0.600000,0.044153
0.700000,0.030628
0.800000,0.020749
0.900000,0.013724
1.000000,0.008862
1.100000,0.005585
1.200000,0.003435
1.300000,0.002061
1.400000,0.001206
1.500000,0.000688
1.600000,0.000383
1.700000,0.000208
1.800000,0.000110
1.900000,0.000057
2.000000,0.000028
2.100000,0.000014
2.200000,0.000007
2.300000,0.000003
2.400000,0.000001
2.500000,0.000001
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000001
5.200000,0.000001
5.300000,0.000002
5.400000,0.000004
5.500000,0.000008
5.600000,0.000015
5.700000,0.000028
5.800000,0.000050
5.900000,0.000088
6.000000,0.000153
6.100000,0.000263
6.200000,0.000443
6.300000,0.000735
6.400000,0.001198
6.500000,0.001921
6.600000,0.003026
6.700000,0.004687
6.800000,0.007136
6.900000,0.010676
7.000000,0.015695
7.100000,0.022669
7.200000,0.032167
7.300000,0.044833
7.400000,0.061370
7.500000,0.082495
7.600000,0.108880
7.700000,0.141078
7.800000,0.179434
7.900000,0.223985
8.000000,0.274375
8.100000,0.329774
8.200000,0.388841
8.300000,0.449723
8.400000,0.510120
8.500000,0.567396
8.600000,0.618758
8.700000,0.661466
8.800000,0.693071
8.900000,0.711642
9.000000,0.715961
9.100000,0.705648
9.200000,0.681219
9.300000,0.644038
9.400000,0.596196
9.500000,0.540310
9.600000,0.479291
9.700000,0.416083
9.800000,0.353434
0.000000,0.293700
