x,u
0.000000,0.566854
0.100000,0.539772
0.200000,0.506392
0.300000,0.468007
0.400000,0.426045
0.500000,0.381985
0.600000,0.337267
0.700000,0.293214
0.800000,0.250972
0.900000,0.211468
1.000000,0.175382
1.100000,0.143151
1.200000,0.114978
1.300000,0.090863
1.400000,0.070641
1.500000,0.054022
1.600000,0.040631
1.700000,0.030052
1.800000,0.021854
1.900000,0.015624
2.000000,0.010980
2.100000,0.007584
2.200000,0.005147
2.300000,0.003432
2.400000,0.002248
2.500000,0.001447
2.600000,0.000914
2.700000,0.000567
2.800000,0.000346
2.900000,0.000207
3.000000,0.000121
3.100000,0.000070
3.200000,0.000039
3.300000,0.000022
3.400000,0.000012
3.500000,0.000006
3.600000,0.000003
3.700000,0.000002
3.800000,0.000001
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000001
5.200000,0.000001
5.300000,0.000002
5.400000,0.000003
5.500000,0.000005
5.600000,0.000009
5.700000,0.000015
5.800000,0.000025
5.900000,0.000041
6.000000,0.000066
6.100000,0.000106
6.200000,0.000167
6.300000,0.000260
6.400000,0.000401
6.500000,0.000611
6.600000,0.000920
6.700000,0.001370
6.800000,0.002014
6.900000,0.002928
7.000000,0.004204
7.100000,0.005966
7.200000,0.008363
7.300000,0.011583
7.400000,0.015846
7.500000,0.021413
7.600000,0.028580
7.700000,0.037671
7.800000,0.049034
7.900000,0.063022
8.000000,0.079976
8.100000,0.100200
8.200000,0.123928
8.300000,0.151298
8.400000,0.182313
8.500000,0.216815
8.600000,0.254451
8.700000,0.294663
8.800000,0.336677
8.900000,0.379512
9.000000,0.422008
9.100000,0.462870
9.200000,0.500721
9.300000,0.534183
9.400000,0.561949
9.500000,0.582871
9.600000,0.596036
9.700000,0.600828
9.800000,0.596981
0.000000,0.584597
