x,u
0.000000,0.048600
0.100000,0.065600
0.200000,0.087034
0.300000,0.113482
0.400000,0.145403
0.500000,0.183047
0.600000,0.226382
0.700000,0.275012
0.800000,0.328120
0.900000,0.384437
1.000000,0.442251
1.100000,0.499461
1.200000,0.553682
1.300000,0.602397
1.400000,0.643139
1.500000,0.673690
1.600000,0.692284
1.700000,0.697765
1.800000,0.689712
1.900000,0.668485
2.000000,0.635202
2.100000,0.591639
2.200000,0.540078
2.300000,0.483101
2.400000,0.423378
2.500000,0.363459
2.600000,0.305592
2.700000,0.251602
2.800000,0.202813
2.900000,0.160032
3.000000,0.123587
3.100000,0.093393
3.200000,0.069047
3.300000,0.049934
3.400000,0.035316
3.500000,0.024423
3.600000,0.016512
3.700000,0.010911
3.800000,0.007046
3.900000,0.004446
4.000000,0.002740
4.100000,0.001649
4.200000,0.000969
4.300000,0.000556
4.400000,0.000312
4.500000,0.000170
4.600000,0.000091
4.700000,0.000047
4.800000,0.000024
4.900000,0.000012
5.000000,0.000006
5.100000,0.000003
5.200000,0.000001
5.300000,0.000001
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000000
7.600000,0.000000
7.700000,0.000001
7.800000,0.000001
7.900000,0.000002
8.000000,0.000004
8.100000,0.000008
8.200000,0.000014
8.300000,0.000026
8.400000,0.000045
8.500000,0.000079
8.600000,0.000137
8.700000,0.000231
8.800000,0.000385
8.900000,0.000632
9.000000,0.001021
9.100000,0.001622
9.200000,0.002537
9.300000,0.003904
9.400000,0.005912
9.500000,0.008806
9.600000,0.012902
9.700000,0.018593
9.800000,0.026348
0.000000,0.036715
