x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000001
1.300000,0.000001
1.400000,0.000002
1.500000,0.000004
1.600000,0.000008
1.700000,0.000015
1.800000,0.000026
1.900000,0.000044
2.000000,0.000076
2.100000,0.000129
2.200000,0.000214
2.300000,0.000351
2.400000,0.000568
2.500000,0.000905
2.600000,0.001420
2.700000,0.002196
2.800000,0.003344
2.900000,0.005018
3.000000,0.007414
3.100000,0.010788
3.200000,0.015457
3.300000,0.021804
3.400000,0.030280
3.500000,0.041391
3.600000,0.055686
3.700000,0.073730
3.800000,0.096057
3.900000,0.123130
4.000000,0.155272
4.100000,0.192602
4.200000,0.234972
4.300000,0.281908
4.400000,0.332566
4.500000,0.385721
4.600000,0.439781
4.700000,0.492845
4.800000,0.542799
4.900000,0.587438
5.000000,0.624627
5.100000,0.652461
5.200000,0.669427
5.300000,0.674534
5.400000,0.667413
5.500000,0.648354
5.600000,0.618288
5.700000,0.578718
5.800000,0.531585
5.900000,0.479118
6.000000,0.423651
6.100000,0.367452
6.200000,0.312572
6.300000,0.260728
6.400000,0.213225
6.500000,0.170936
6.600000,0.134307
6.700000,0.103410
6.800000,0.078009
6.900000,0.057646
7.000000,0.041722
7.100000,0.029570
7.200000,0.020519
7.300000,0.013938
7.400000,0.009266
7.500000,0.006028
7.600000,0.003836
7.700000,0.002388
7.800000,0.001454
7.900000,0.000865
8.000000,0.000504
8.100000,0.000286
8.200000,0.000159
8.300000,0.000086
8.400000,0.000046
8.500000,0.000024
8.600000,0.000012
8.700000,0.000006
8.800000,0.000003
8.900000,0.000001
9.000000,0.000001
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
