x,u
0.000000,0.077775
0.100000,0.059649
0.200000,0.044981
0.300000,0.033346
0.400000,0.024300
0.500000,0.017403
0.600000,0.012248
0.700000,0.008469
0.800000,0.005753
0.900000,0.003839
1.000000,0.002515
1.100000,0.001618
1.200000,0.001022
1.300000,0.000634
1.400000,0.000386
1.500000,0.000230
1.600000,0.000135
1.700000,0.000078
1.800000,0.000044
1.900000,0.000024
2.000000,0.000013
2.100000,0.000007
2.200000,0.000004
2.300000,0.000002
2.400000,0.000001
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000001
3.900000,0.000001
4.000000,0.000002
4.100000,0.000003
4.200000,0.000006
4.300000,0.000010
4.400000,0.000016
4.500000,0.000027
4.600000,0.000044
4.700000,0.000072
4.800000,0.000115
4.900000,0.000181
5.000000,0.000283
5.100000,0.000437
5.200000,0.000668
5.300000,0.001007
5.400000,0.001501
5.500000,0.002210
5.600000,0.003216
5.700000,0.004622
5.800000,0.006562
5.900000,0.009201
6.000000,0.012742
6.100000,0.017427
6.200000,0.023537
6.300000,0.031388
6.400000,0.041326
6.500000,0.053718
6.600000,0.068928
6.700000,0.087301
6.800000,0.109133
6.900000,0.134638
7.000000,0.163912
7.100000,0.196902
7.200000,0.233369
7.300000,0.272868
7.400000,0.314728
7.500000,0.358056
7.600000,0.401751
7.700000,0.444539
7.800000,0.485028
7.900000,0.521776
8.000000,0.553373
8.100000,0.578525
8.200000,0.596143
8.300000,0.605422
8.400000,0.605894
8.500000,0.597474
8.600000,0.580466
8.700000,0.555547
8.800000,0.523722
8.900000,0.486258
9.000000,0.444598
9.100000,0.400268
9.200000,0.354784
9.300000,0.309567
9.400000,0.265869
9.500000,0.224724
9.600000,0.186914
9.700000,0.152965
9.800000,0.123151
0.000000,0.097528
