x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000001
2.700000,0.000001
2.800000,0.000003
2.900000,0.000006
3.000000,0.000012
3.100000,0.000026
3.200000,0.000052
3.300000,0.000103
3.400000,0.000199
3.500000,0.000376
3.600000,0.000692
3.700000,0.001243
3.800000,0.002182
3.900000,0.003736
4.000000,0.006244
4.100000,0.010183
4.200000,0.016200
4.300000,0.025139
4.400000,0.038045
4.500000,0.056143
4.600000,0.080772
4.700000,0.113271
4.800000,0.154809
4.900000,0.206167
5.000000,0.267490
5.100000,0.338054
5.200000,0.416078
5.300000,0.498648
5.400000,0.581790
5.500000,0.660710
5.600000,0.730209
5.700000,0.785224
5.800000,0.821428
5.900000,0.835781
6.000000,0.826953
6.100000,0.795520
6.200000,0.743911
6.300000,0.676094
6.400000,0.597071
6.500000,0.512264
6.600000,0.426902
6.700000,0.345496
6.800000,0.271492
6.900000,0.207102
7.000000,0.153335
7.100000,0.110166
7.200000,0.076792
7.300000,0.051923
7.400000,0.034049
7.500000,0.021650
7.600000,0.013346
7.700000,0.007974
7.800000,0.004617
7.900000,0.002591
8.000000,0.001408
8.100000,0.000741
8.200000,0.000378
8.300000,0.000186
8.400000,0.000089
8.500000,0.000041
8.600000,0.000018
8.700000,0.000008
8.800000,0.000003
8.900000,0.000001
9.000000,0.000001
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
