x,u
0.000000,0.000003
0.100000,0.000001
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000001
3.100000,0.000002
3.200000,0.000003
3.300000,0.000007
3.400000,0.000013
3.500000,0.000024
3.600000,0.000044
3.700000,0.000079
3.800000,0.000139
3.900000,0.000243
4.000000,0.000417
4.100000,0.000701
4.200000,0.001160
4.300000,0.001885
4.400000,0.003009
4.500000,0.004717
4.600000,0.007262
4.700000,0.010976
4.800000,0.016286
4.900000,0.023722
5.000000,0.033911
5.100000,0.047573
5.200000,0.065483
5.300000,0.088429
5.400000,0.117138
5.500000,0.152184
5.600000,0.193887
5.700000,0.242198
5.800000,0.296601
5.900000,0.356028
6.000000,0.418833
6.100000,0.482807
6.200000,0.545273
6.300000,0.603243
6.400000,0.653639
6.500000,0.693553
6.600000,0.720517
6.700000,0.732755
6.800000,0.729373
6.900000,0.710462
7.000000,0.677108
7.100000,0.631281
7.200000,0.575650
7.300000,0.513318
7.400000,0.447535
7.500000,0.381418
7.600000,0.317708
7.700000,0.258597
7.800000,0.205641
7.900000,0.159734
8.000000,0.121174
8.100000,0.089754
8.200000,0.064901
8.300000,0.045805
8.400000,0.031547
8.500000,0.021198
8.600000,0.013894
8.700000,0.008881
8.800000,0.005535
8.900000,0.003363
9.000000,0.001992
9.100000,0.001149
9.200000,0.000646
9.300000,0.000354
9.400000,0.000189
9.500000,0.000098
9.600000,0.000049
9.700000,0.000024
9.800000,0.000012
0.000000,0.000005
