x,u
0.000000,0.001345
0.100000,0.000766
0.200000,0.000425
0.300000,0.000229
0.400000,0.000121
0.500000,0.000062
0.600000,0.000031
0.700000,0.000015
0.800000,0.000007
0.900000,0.000003
1.000000,0.000001
1.100000,0.000001
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000001
3.900000,0.000001
4.000000,0.000002
4.100000,0.000004
4.200000,0.000008
4.300000,0.000015
4.400000,0.000029
4.500000,0.000052
4.600000,0.000092
4.700000,0.000162
4.800000,0.000280
4.900000,0.000475
5.000000,0.000792
5.100000,0.001297
5.200000,0.002088
5.300000,0.003304
5.400000,0.005136
5.500000,0.007841
5.600000,0.011760
5.700000,0.017320
5.800000,0.025048
5.900000,0.035567
6.000000,0.049578
6.100000,0.067833
6.200000,0.091086
6.300000,0.120020
6.400000,0.155164
6.500000,0.196787
6.600000,0.244799
6.700000,0.298653
6.800000,0.357273
6.900000,0.419032
7.000000,0.481769
7.100000,0.542885
7.200000,0.599496
7.300000,0.648641
7.400000,0.687531
7.500000,0.713804
7.600000,0.725758
7.700000,0.722533
7.800000,0.704213
7.900000,0.671824
8.000000,0.627244
8.100000,0.573021
8.200000,0.512131
8.300000,0.447702
8.400000,0.382751
8.500000,0.319950
8.600000,0.261462
8.700000,0.208839
8.800000,0.163008
8.900000,0.124314
9.000000,0.092610
9.100000,0.067382
9.200000,0.047872
9.300000,0.033205
9.400000,0.022480
9.500000,0.014853
9.600000,0.009574
9.700000,0.006021
9.800000,0.003693
0.000000,0.002208
