x,u
0.000000,0.062896
0.100000,0.042517
0.200000,0.027920
0.300000,0.017807
0.400000,0.011028
0.500000,0.006631
0.600000,0.003870
0.700000,0.002192
0.800000,0.001205
0.900000,0.000642
1.000000,0.000332
1.100000,0.000166
1.200000,0.000081
1.300000,0.000038
1.400000,0.000017
1.500000,0.000008
1.600000,0.000003
1.700000,0.000001
1.800000,0.000001
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000001
5.300000,0.000001
5.400000,0.000003
5.500000,0.000007
5.600000,0.000014
5.700000,0.000027
5.800000,0.000053
5.900000,0.000102
6.000000,0.000191
6.100000,0.000351
6.200000,0.000632
6.300000,0.001111
6.400000,0.001913
6.500000,0.003220
6.600000,0.005300
6.700000,0.008529
6.800000,0.013420
6.900000,0.020639
7.000000,0.031020
7.100000,0.045557
7.200000,0.065366
7.300000,0.091612
7.400000,0.125399
7.500000,0.167610
7.600000,0.218723
7.700000,0.278614
7.800000,0.346377
7.900000,0.420200
8.000000,0.497332
8.100000,0.574170
8.200000,0.646488
8.300000,0.709783
8.400000,0.759723
8.500000,0.792626
8.600000,0.805903
8.700000,0.798392
8.800000,0.770523
8.900000,0.724281
9.000000,0.662975
9.100000,0.590840
9.200000,0.512556
9.300000,0.432739
9.400000,0.355498
9.500000,0.284111
9.600000,0.220849
9.700000,0.166943
9.800000,0.122694
0.000000,0.087653
