x,u
0.000000,0.596221
0.100000,0.520167
0.200000,0.441911
0.300000,0.365507
0.400000,0.294267
0.500000,0.230559
0.600000,0.175766
0.700000,0.130349
0.800000,0.094020
0.900000,0.065944
1.000000,0.044967
1.100000,0.029804
1.200000,0.019198
1.300000,0.012015
1.400000,0.007304
1.500000,0.004313
1.600000,0.002473
1.700000,0.001376
1.800000,0.000744
1.900000,0.000390
2.000000,0.000198
2.100000,0.000098
2.200000,0.000047
2.300000,0.000022
2.400000,0.000010
2.500000,0.000004
2.600000,0.000002
2.700000,0.000001
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000001
6.200000,0.000002
6.300000,0.000004
6.400000,0.000009
6.500000,0.000017
6.600000,0.000034
6.700000,0.000066
6.800000,0.000124
6.900000,0.000230
7.000000,0.000416
7.100000,0.000737
7.200000,0.001280
7.300000,0.002175
7.400000,0.003616
7.500000,0.005882
7.600000,0.009360
7.700000,0.014571
7.800000,0.022184
7.900000,0.033025
8.000000,0.048068
8.100000,0.068390
8.200000,0.095103
8.300000,0.129234
8.400000,0.171585
8.500000,0.222546
8.600000,0.281920
8.700000,0.348757
8.800000,0.421245
8.900000,0.496688
9.000000,0.571601
9.100000,0.641923
9.200000,0.703355
9.300000,0.751776
9.400000,0.783688
9.500000,0.796632
9.600000,0.789496
9.700000,0.762671
9.800000,0.718019
0.000000,0.658661
