x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000001
2.200000,0.000001
2.300000,0.000003
2.400000,0.000005
2.500000,0.000010
2.600000,0.000020
2.700000,0.000036
2.800000,0.000066
2.900000,0.000119
3.000000,0.000210
3.100000,0.000363
3.200000,0.000618
3.300000,0.001033
3.400000,0.001694
3.500000,0.002729
3.600000,0.004317
3.700000,0.006702
3.800000,0.010213
3.900000,0.015273
4.000000,0.022411
4.100000,0.032263
4.200000,0.045563
4.300000,0.063112
4.400000,0.085731
4.500000,0.114191
4.600000,0.149118
4.700000,0.190881
4.800000,0.239480
4.900000,0.294429
5.000000,0.354675
5.100000,0.418552
5.200000,0.483803
5.300000,0.547670
5.400000,0.607055
5.500000,0.658756
5.600000,0.699739
5.700000,0.727426
5.800000,0.739960
5.900000,0.736408
6.000000,0.716876
6.100000,0.682507
6.200000,0.635376
6.300000,0.578276
6.400000,0.514448
6.500000,0.447270
6.600000,0.379960
6.700000,0.315329
6.800000,0.255603
6.900000,0.202330
7.000000,0.156373
7.100000,0.117974
7.200000,0.086866
7.300000,0.062411
7.400000,0.043746
7.500000,0.029908
7.600000,0.019941
7.700000,0.012962
7.800000,0.008214
7.900000,0.005072
8.000000,0.003052
8.100000,0.001789
8.200000,0.001022
8.300000,0.000568
8.400000,0.000307
8.500000,0.000162
8.600000,0.000083
8.700000,0.000041
8.800000,0.000020
8.900000,0.000009
9.000000,0.000004
9.100000,0.000002
9.200000,0.000001
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
