x,u
0.000000,0.595990
0.100000,0.691672
0.200000,0.777207
0.300000,0.845437
0.400000,0.890153
0.500000,0.907027
0.600000,0.894292
0.700000,0.853053
0.800000,0.787123
0.900000,0.702446
1.000000,0.606208
1.100000,0.505828
1.200000,0.408030
1.300000,0.318145
1.400000,0.239739
1.500000,0.174570
1.600000,0.122816
1.700000,0.083471
1.800000,0.054796
1.900000,0.034740
2.000000,0.021268
2.100000,0.012572
2.200000,0.007174
2.300000,0.003951
2.400000,0.002101
2.500000,0.001078
2.600000,0.000533
2.700000,0.000255
2.800000,0.000117
2.900000,0.000052
3.000000,0.000022
3.100000,0.000009
3.200000,0.000004
3.300000,0.000001
3.400000,0.000001
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000001
7.600000,0.000002
7.700000,0.000004
7.800000,0.000010
7.900000,0.000022
8.000000,0.000049
8.100000,0.000104
8.200000,0.000215
8.300000,0.000433
8.400000,0.000845
8.500000,0.001601
8.600000,0.002944
8.700000,0.005256
8.800000,0.009105
8.900000,0.015305
9.000000,0.024959
9.100000,0.039481
9.200000,0.060568
9.300000,0.090103
9.400000,0.129957
9.500000,0.181700
9.600000,0.246228
9.700000,0.323353
9.800000,0.411440
0.000000,0.507173
