x,u
0.000000,0.226532
0.100000,0.184437
0.200000,0.147360
0.300000,0.115519
0.400000,0.088838
0.500000,0.067010
0.600000,0.049570
0.700000,0.035954
0.800000,0.025566
0.900000,0.017819
1.000000,0.012172
1.100000,0.008146
1.200000,0.005341
1.300000,0.003431
1.400000,0.002158
1.500000,0.001329
1.600000,0.000801
1.700000,0.000473
1.800000,0.000273
1.900000,0.000154
2.000000,0.000085
2.100000,0.000046
2.200000,0.000024
2.300000,0.000013
2.400000,0.000006
2.500000,0.000003
2.600000,0.000002
2.700000,0.000001
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000001
4.800000,0.000002
4.900000,0.000003
5.000000,0.000005
5.100000,0.000009
5.200000,0.000015
5.300000,0.000027
5.400000,0.000045
5.500000,0.000077
5.600000,0.000127
5.700000,0.000208
5.800000,0.000336
5.900000,0.000535
6.000000,0.000840
6.100000,0.001302
6.200000,0.001989
6.300000,0.002996
6.400000,0.004451
6.500000,0.006517
6.600000,0.009408
6.700000,0.013385
6.800000,0.018769
6.900000,0.025936
7.000000,0.035314
7.100000,0.047376
7.200000,0.062613
7.300000,0.081516
7.400000,0.104527
7.500000,0.132003
7.600000,0.164157
7.700000,0.201006
7.800000,0.242314
7.900000,0.287556
8.000000,0.335884
8.100000,0.386125
8.200000,0.436803
8.300000,0.486195
8.400000,0.532414
8.500000,0.573519
8.600000,0.607647
8.700000,0.633145
8.800000,0.648707
8.900000,0.653475
9.000000,0.647123
9.100000,0.629889
9.200000,0.602559
9.300000,0.566414
9.400000,0.523125
9.500000,0.474627
9.600000,0.422972
9.700000,0.370185
9.800000,0.318135
0.000000,0.268424
