x,u
0.000000,0.004595
0.100000,0.007905
0.200000,0.013216
0.300000,0.021469
0.400000,0.033883
0.500000,0.051942
0.600000,0.077334
0.700000,0.111804
0.800000,0.156929
0.900000,0.213814
1.000000,0.282740
1.100000,0.362811
1.200000,0.451690
1.300000,0.545501
1.400000,0.638955
1.500000,0.725758
1.600000,0.799255
1.700000,0.853250
1.800000,0.882858
1.900000,0.885228
2.000000,0.859994
2.100000,0.809352
2.200000,0.737748
2.300000,0.651230
2.400000,0.556599
2.500000,0.460534
2.600000,0.368823
2.700000,0.285852
2.800000,0.214368
2.900000,0.155526
3.000000,0.109144
3.100000,0.074077
3.200000,0.048616
3.300000,0.030848
3.400000,0.018922
3.500000,0.011218
3.600000,0.006427
3.700000,0.003558
3.800000,0.001903
3.900000,0.000983
4.000000,0.000490
4.100000,0.000236
4.200000,0.000110
4.300000,0.000049
4.400000,0.000021
4.500000,0.000009
4.600000,0.000004
4.700000,0.000001
4.800000,0.000001
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000000
7.600000,0.000000
7.700000,0.000000
7.800000,0.000000
7.900000,0.000000
8.000000,0.000000
8.100000,0.000000
8.200000,0.000000
8.300000,0.000000
8.400000,0.000000
8.500000,0.000000
8.600000,0.000000
8.700000,0.000000
8.800000,0.000001
8.900000,0.000002
9.000000,0.000005
9.100000,0.000011
9.200000,0.000024
9.300000,0.000052
9.400000,0.000108
9.500000,0.000219
9.600000,0.000432
9.700000,0.000828
9.800000,0.001543
0.000000,0.002796
