x,u
0.000000,0.047626
0.100000,0.029433
0.200000,0.017536
0.300000,0.010072
0.400000,0.005576
0.500000,0.002975
0.600000,0.001530
0.700000,0.000758
0.800000,0.000362
0.900000,0.000166
1.000000,0.000074
1.100000,0.000031
1.200000,0.000013
1.300000,0.000005
1.400000,0.000002
1.500000,0.000001
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000001
5.900000,0.000002
6.000000,0.000004
6.100000,0.000011
6.200000,0.000025
6.300000,0.000057
6.400000,0.000124
6.500000,0.000263
6.600000,0.000539
6.700000,0.001071
6.800000,0.002058
6.900000,0.003832
7.000000,0.006905
7.100000,0.012043
7.200000,0.020327
7.300000,0.033198
7.400000,0.052457
7.500000,0.080183
7.600000,0.118546
7.700000,0.169497
7.800000,0.234344
7.900000,0.313256
8.000000,0.404802
8.100000,0.505622
8.200000,0.610369
8.300000,0.712008
8.400000,0.802503
8.500000,0.873819
8.600000,0.919080
8.700000,0.933655
8.800000,0.915940
8.900000,0.867641
9.000000,0.793508
9.100000,0.700565
9.200000,0.597006
9.300000,0.491010
9.400000,0.389701
9.500000,0.298437
9.600000,0.220497
9.700000,0.157157
9.800000,0.108043
0.000000,0.071638
