x,u
0.000000,0.005478
0.100000,0.007867
0.200000,0.011145
0.300000,0.015575
0.400000,0.021468
0.500000,0.029184
0.600000,0.039124
0.700000,0.051719
0.800000,0.067408
0.900000,0.086617
1.000000,0.109715
1.100000,0.136983
1.200000,0.168562
1.300000,0.204408
1.400000,0.244252
1.500000,0.287562
1.600000,0.333530
1.700000,0.381064
1.800000,0.428819
1.900000,0.475243
2.000000,0.518646
2.100000,0.557303
2.200000,0.589558
2.300000,0.613937
2.400000,0.629262
2.500000,0.634741
2.600000,0.630036
2.700000,0.615295
2.800000,0.591147
2.900000,0.558657
3.000000,0.519251
3.100000,0.474605
3.200000,0.426534
3.300000,0.376860
3.400000,0.327306
3.500000,0.279391
3.600000,0.234367
3.700000,0.193170
3.800000,0.156417
3.900000,0.124411
4.000000,0.097187
4.100000,0.074551
4.200000,0.056149
4.300000,0.041514
4.400000,0.030127
4.500000,0.021456
4.600000,0.014993
4.700000,0.010279
4.800000,0.006912
4.900000,0.004558
5.000000,0.002948
5.100000,0.001869
5.200000,0.001161
5.300000,0.000707
5.400000,0.000422
5.500000,0.000247
5.600000,0.000141
5.700000,0.000079
5.800000,0.000044
5.900000,0.000023
6.000000,0.000012
6.100000,0.000006
6.200000,0.000003
6.300000,0.000002
6.400000,0.000001
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000000
7.000000,0.000000
7.100000,0.000000
7.200000,0.000000
7.300000,0.000000
7.400000,0.000000
7.500000,0.000000
7.600000,0.000000
7.700000,0.000000
7.800000,0.000000
7.900000,0.000000
8.000000,0.000000
8.100000,0.000001
8.200000,0.000001
8.300000,0.000002
8.400000,0.000003
8.500000,0.000005
8.600000,0.000009
8.700000,0.000016
8.800000,0.000027
8.900000,0.000046
9.000000,0.000075
9.100000,0.000123
9.200000,0.000199
9.300000,0.000317
9.400000,0.000498
9.500000,0.000773
9.600000,0.001185
9.700000,0.001791
9.800000,0.002673
0.000000,0.003935
