x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000000
0.400000,0.000000
0.500000,0.000000
0.600000,0.000000
0.700000,0.000000
0.800000,0.000000
0.900000,0.000000
1.000000,0.000000
1.100000,0.000000
1.200000,0.000000
1.300000,0.000000
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000001
3.200000,0.000002
3.300000,0.000005
3.400000,0.000010
3.500000,0.000021
3.600000,0.000042
3.700000,0.000083
3.800000,0.000160
3.900000,0.000303
4.000000,0.000559
4.100000,0.001009
4.200000,0.001778
4.300000,0.003059
4.400000,0.005140
4.500000,0.008430
4.600000,0.013494
4.700000,0.021079
4.800000,0.032125
4.900000,0.047760
5.000000,0.069256
5.100000,0.097933
5.200000,0.135023
5.300000,0.181477
5.400000,0.237734
5.500000,0.303489
5.600000,0.377480
5.700000,0.457372
5.800000,0.539745
5.900000,0.620258
6.000000,0.693968
6.100000,0.755806
6.200000,0.801129
6.300000,0.826293
6.400000,0.829131
6.500000,0.809259
6.600000,0.768145
6.700000,0.708936
6.800000,0.636056
6.900000,0.554657
7.000000,0.470013
7.100000,0.386961
7.200000,0.309465
7.300000,0.240359
7.400000,0.181270
7.500000,0.132717
7.600000,0.094314
7.700000,0.065042
7.800000,0.043520
7.900000,0.028248
8.000000,0.017782
8.100000,0.010855
8.200000,0.006424
8.300000,0.003685
8.400000,0.002049
8.500000,0.001104
8.600000,0.000576
8.700000,0.000291
8.800000,0.000142
8.900000,0.000068
9.000000,0.000031
9.100000,0.000014
9.200000,0.000006
9.300000,0.000002
9.400000,0.000001
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
