x,u
0.000000,0.792604
0.100000,0.777709
0.200000,0.743944
0.300000,0.693652
0.400000,0.630287
0.500000,0.558014
0.600000,0.481257
0.700000,0.404248
0.800000,0.330654
0.900000,0.263309
1.000000,0.204097
1.100000,0.153958
1.200000,0.112998
1.300000,0.080679
1.400000,0.056024
1.500000,0.037830
1.600000,0.024834
1.700000,0.015846
1.800000,0.009826
1.900000,0.005920
2.000000,0.003464
2.100000,0.001969
2.200000,0.001087
2.300000,0.000582
2.400000,0.000303
2.500000,0.000153
2.600000,0.000075
2.700000,0.000036
2.800000,0.000016
2.900000,0.000007
3.000000,0.000003
3.100000,0.000001
3.200000,0.000001
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000001
6.600000,0.000002
6.700000,0.000003
6.800000,0.000007
6.900000,0.000014
7.000000,0.000027
7.100000,0.000053
7.200000,0.000100
7.300000,0.000185
7.400000,0.000337
7.500000,0.000600
7.600000,0.001046
7.700000,0.001785
7.800000,0.002982
7.900000,0.004875
8.000000,0.007801
8.100000,0.012214
8.200000,0.018710
8.300000,0.028035
8.400000,0.041086
8.500000,0.058878
8.600000,0.082496
8.700000,0.112994
8.800000,0.151268
8.900000,0.197897
9.000000,0.252960
9.100000,0.315876
9.200000,0.385261
9.300000,0.458873
9.400000,0.533642
9.500000,0.605832
9.600000,0.671303
9.700000,0.725891
9.800000,0.765825
0.000000,0.788157
