x,u
0.000000,0.383951
0.100000,0.442768
0.200000,0.501097
0.300000,0.556482
0.400000,0.606315
0.500000,0.648034
0.600000,0.679335
0.700000,0.698376
0.800000,0.703957
0.900000,0.695640
1.000000,0.673807
1.100000,0.639630
1.200000,0.594965
1.300000,0.542191
1.400000,0.483991
1.500000,0.423129
1.600000,0.362229
1.700000,0.303593
1.800000,0.249071
1.900000,0.199986
2.000000,0.157124
2.100000,0.120773
2.200000,0.090804
2.300000,0.066768
2.400000,0.048003
2.500000,0.033739
2.600000,0.023178
2.700000,0.015560
2.800000,0.010206
2.900000,0.006539
3.000000,0.004092
3.100000,0.002500
3.200000,0.001491
3.300000,0.000868
3.400000,0.000493
3.500000,0.000273
3.600000,0.000148
3.700000,0.000078
3.800000,0.000040
3.900000,0.000020
4.000000,0.000010
4.100000,0.000005
4.200000,0.000002
4.300000,0.000001
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000000
4.900000,0.000000
5.000000,0.000000
5.100000,0.000000
5.200000,0.000000
5.300000,0.000000
5.400000,0.000000
5.500000,0.000000
5.600000,0.000000
5.700000,0.000000
5.800000,0.000000
5.900000,0.000000
6.000000,0.000000
6.100000,0.000000
6.200000,0.000000
6.300000,0.000000
6.400000,0.000000
6.500000,0.000000
6.600000,0.000000
6.700000,0.000000
6.800000,0.000000
6.900000,0.000001
7.000000,0.000002
7.100000,0.000003
7.200000,0.000006
7.300000,0.000012
7.400000,0.000022
7.500000,0.000039
7.600000,0.000068
7.700000,0.000119
7.800000,0.000203
7.900000,0.000341
8.000000,0.000564
8.100000,0.000919
8.200000,0.001472
8.300000,0.002320
8.400000,0.003598
8.500000,0.005488
8.600000,0.008232
8.700000,0.012143
8.800000,0.017611
8.900000,0.025110
9.000000,0.035194
9.100000,0.048483
9.200000,0.065637
9.300000,0.087319
9.400000,0.114129
9.500000,0.146541
9.600000,0.184817
9.700000,0.228921
9.800000,0.278439
0.000000,0.332517
