x,u
0.000000,0.008189
0.100000,0.004823
0.200000,0.002756
0.300000,0.001528
0.400000,0.000821
0.500000,0.000428
0.600000,0.000216
0.700000,0.000106
0.800000,0.000050
0.900000,0.000023
1.000000,0.000010
1.100000,0.000004
1.200000,0.000002
1.300000,0.000001
1.400000,0.000000
1.500000,0.000000
1.600000,0.000000
1.700000,0.000000
1.800000,0.000000
1.900000,0.000000
2.000000,0.000000
2.100000,0.000000
2.200000,0.000000
2.300000,0.000000
2.400000,0.000000
2.500000,0.000000
2.600000,0.000000
2.700000,0.000000
2.800000,0.000000
2.900000,0.000000
3.000000,0.000000
3.100000,0.000000
3.200000,0.000000
3.300000,0.000000
3.400000,0.000000
3.500000,0.000000
3.600000,0.000000
3.700000,0.000000
3.800000,0.000000
3.900000,0.000000
4.000000,0.000000
4.100000,0.000000
4.200000,0.000000
4.300000,0.000000
4.400000,0.000000
4.500000,0.000000
4.600000,0.000000
4.700000,0.000000
4.800000,0.000001
4.900000,0.000002
5.000000,0.000004
5.100000,0.000008
5.200000,0.000017
5.300000,0.000034
5.400000,0.000066
5.500000,0.000127
5.600000,0.000237
5.700000,0.000434
5.800000,0.000778
5.900000,0.001363
6.000000,0.002335
6.100000,0.003912
6.200000,0.006405
6.300000,0.010251
6.400000,0.016033
6.500000,0.024502
6.600000,0.036579
6.700000,0.053340
6.800000,0.075962
6.900000,0.105628
7.000000,0.143396
7.100000,0.190015
7.200000,0.245732
7.300000,0.310083
7.400000,0.381736
7.500000,0.458393
7.600000,0.536814
7.700000,0.612973
7.800000,0.682358
7.900000,0.740379
8.000000,0.782865
8.100000,0.806545
8.200000,0.809462
8.300000,0.791240
8.400000,0.753147
8.500000,0.697955
8.600000,0.629603
8.700000,0.552730
8.800000,0.472150
8.900000,0.392359
9.000000,0.317130
9.100000,0.249262
9.200000,0.190480
9.300000,0.141493
9.400000,0.102147
9.500000,0.071653
9.600000,0.048828
9.700000,0.032319
9.800000,0.020772
0.000000,0.012963
