x,u
0.000000,0.000000
0.100000,0.000000
0.200000,0.000000
0.300000,0.000001
0.400000,0.000001
0.500000,0.000002
0.600000,0.000003
0.700000,0.000006
0.800000,0.000010
0.900000,0.000016
1.000000,0.000027
1.100000,0.000045
1.200000,0.000074
1.300000,0.000120
1.400000,0.000193
1.500000,0.000305
1.600000,0.000476
1.700000,0.000733
1.800000,0.001116
1.900000,0.001678
2.000000,0.002491
2.100000,0.003651
2.200000,0.005281
2.300000,0.007541
2.400000,0.010628
2.500000,0.014783
2.600000,0.020290
2.700000,0.027482
2.800000,0.036725
2.900000,0.048417
3.000000,0.062970
3.100000,0.080782
3.200000,0.102212
3.300000,0.127544
3.400000,0.156942
3.500000,0.190416
3.600000,0.227775
3.700000,0.268600
3.800000,0.312218
3.900000,0.357698
4.000000,0.403866
4.100000,0.449339
4.200000,0.492584
4.300000,0.531995
4.400000,0.565990
4.500000,0.593110
4.600000,0.612121
4.700000,0.622106
4.800000,0.622539
4.900000,0.613327
5.000000,0.594824
5.100000,0.567809
5.200000,0.533434
5.300000,0.493138
5.400000,0.448551
5.500000,0.401377
5.600000,0.353293
5.700000,0.305846
5.800000,0.260373
5.900000,0.217949
6.000000,0.179358
6.100000,0.145089
6.200000,0.115353
6.300000,0.090126
6.400000,0.069187
6.500000,0.052179
6.600000,0.038654
6.700000,0.028123
6.800000,0.020092
6.900000,0.014093
7.000000,0.009704
7.100000,0.006559
7.200000,0.004350
7.300000,0.002831
7.400000,0.001807
7.500000,0.001132
7.600000,0.000695
7.700000,0.000418
7.800000,0.000247
7.900000,0.000143
8.000000,0.000081
8.100000,0.000045
8.200000,0.000025
8.300000,0.000013
8.400000,0.000007
8.500000,0.000003
8.600000,0.000002
8.700000,0.000001
8.800000,0.000000
8.900000,0.000000
9.000000,0.000000
9.100000,0.000000
9.200000,0.000000
9.300000,0.000000
9.400000,0.000000
9.500000,0.000000
9.600000,0.000000
9.700000,0.000000
9.800000,0.000000
0.000000,0.000000
