-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.130405,-0.103197,-0.064984,-0.057040,-0.048837,-0.042354,-0.037085,-0.032796,-0.029240,-0.026217,-0.023599,-0.021324,-0.019353,-0.017650,-0.016173,-0.014879,-0.013729,-0.012692,-0.011747,-0.010880,-0.010082,-0.009347,-0.008672,-0.008053,-0.007487,-0.006970,-0.006498,-0.006069,-0.005676,-0.005318,-0.004988,-0.004687,-0.004406,-0.004151,-0.003907,-0.003690,-0.003474,-0.003292,-0.003095,-0.002954,-0.002768,-0.002684,-0.002498,-0.002495,-0.002261,-0.002343,-0.001935,-0.002110,-0.001368,-0.001850,-0.000611,-0.001280,0.001451,0.001361,0.005823,-0.000998,-0.003837,-0.029011,-0.007441,0.047648,0.109271,0.131911,0.304726,0.456602
-0.099816,-0.100574,-0.096460,-0.084171,-0.075433,-0.067851,-0.061143,-0.055363,-0.050547,-0.046564,-0.043187,-0.040206,-0.037484,-0.034962,-0.032625,-0.030475,-0.028512,-0.026729,-0.025111,-0.023639,-0.022293,-0.021056,-0.019912,-0.018848,-0.017856,-0.016929,-0.016062,-0.015250,-0.014491,-0.013780,-0.013114,-0.012489,-0.011902,-0.011350,-0.010828,-0.010337,-0.009869,-0.009435,-0.009016,-0.008642,-0.008273,-0.007972,-0.007637,-0.007405,-0.007013,-0.006776,-0.006134,-0.005865,-0.004880,-0.004990,-0.003282,-0.003488,0.000917,0.001559,0.004793,-0.009362,-0.022243,-0.063962,0.008635,0.118558,0.205050,0.270622,0.489598,0.670842
-0.071228,-0.081882,-0.094655,-0.089748,-0.083672,-0.077727,-0.071946,-0.066441,-0.061527,-0.057412,-0.054052,-0.051222,-0.048673,-0.046230,-0.043827,-0.041475,-0.039219,-0.037106,-0.035166,-0.033407,-0.031818,-0.030378,-0.029061,-0.027841,-0.026700,-0.025620,-0.024592,-0.023609,-0.022670,-0.021771,-0.020913,-0.020091,-0.019308,-0.018557,-0.017844,-0.017154,-0.016507,-0.015876,-0.015299,-0.014727,-0.014225,-0.013699,-0.013248,-0.012696,-0.012176,-0.011442,-0.010721,-0.009817,-0.009172,-0.008507,-0.007624,-0.006622,-0.003034,-0.002293,-0.006253,-0.023704,-0.055511,-0.090974,0.043140,0.185056,0.274212,0.379096,0.603548,0.768334
-0.050271,-0.064468,-0.084599,-0.085467,-0.082222,-0.078219,-0.074146,-0.069952,-0.065768,-0.061927,-0.058676,-0.056025,-0.053795,-0.051752,-0.049723,-0.047636,-0.045508,-0.043406,-0.041400,-0.039546,-0.037868,-0.036366,-0.035019,-0.033799,-0.032675,-0.031619,-0.030611,-0.029636,-0.028689,-0.027763,-0.026862,-0.025980,-0.025128,-0.024293,-0.023495,-0.022708,-0.021971,-0.021233,-0.020567,-0.019866,-0.019268,-0.018555,-0.017981,-0.017129,-0.016480,-0.015347,-0.014718,-0.013535,-0.013696,-0.012798,-0.013838,-0.012236,-0.012130,-0.013137,-0.026883,-0.044142,-0.101811,-0.104377,0.093354,0.238729,0.328402,0.462276,0.667840,0.797284
-0.036226,-0.050575,-0.072648,-0.077710,-0.076926,-0.074335,-0.071557,-0.068762,-0.065789,-0.062699,-0.059760,-0.057208,-0.055099,-0.053317,-0.051674,-0.050015,-0.048265,-0.046435,-0.044586,-0.042794,-0.041124,-0.039611,-0.038265,-0.037070,-0.036000,-0.035021,-0.034105,-0.033224,-0.032366,-0.031515,-0.030673,-0.029832,-0.029004,-0.028176,-0.027375,-0.026572,-0.025813,-0.025035,-0.024324,-0.023545,-0.022858,-0.021999,-0.021290,-0.020241,-0.019532,-0.018337,-0.018108,-0.017395,-0.018897,-0.019074,-0.022923,-0.022619,-0.027973,-0.032475,-0.055281,-0.071889,-0.155283,-0.099981,0.157466,0.281309,0.375989,0.529017,0.696685,0.782861
-0.026772,-0.039883,-0.061136,-0.068786,-0.070284,-0.068942,-0.066908,-0.064975,-0.063078,-0.060995,-0.058721,-0.056453,-0.054407,-0.052672,-0.051195,-0.049842,-0.048481,-0.047037,-0.045507,-0.043934,-0.042387,-0.040927,-0.039597,-0.038413,-0.037369,-0.036442,-0.035604,-0.034822,-0.034073,-0.033335,-0.032600,-0.031854,-0.031107,-0.030346,-0.029594,-0.028827,-0.028084,-0.027305,-0.026562,-0.025727,-0.024945,-0.023984,-0.023173,-0.022112,-0.021543,-0.020791,-0.021440,-0.022134,-0.025680,-0.028492,-0.035942,-0.039198,-0.050683,-0.059309,-0.088465,-0.105333,-0.206428,-0.077431,0.229595,0.317968,0.421360,0.584400,0.700097,0.739919
-0.020228,-0.031756,-0.051008,-0.059703,-0.063070,-0.063136,-0.061770,-0.060224,-0.058894,-0.057619,-0.056156,-0.054460,-0.052673,-0.050986,-0.049512,-0.048246,-0.047102,-0.045975,-0.044793,-0.043533,-0.042223,-0.040912,-0.039657,-0.038500,-0.037462,-0.036547,-0.035739,-0.035013,-0.034343,-0.033703,-0.033074,-0.032438,-0.031793,-0.031126,-0.030451,-0.029746,-0.029036,-0.028269,-0.027492,-0.026607,-0.025738,-0.024735,-0.023922,-0.023085,-0.022957,-0.023172,-0.025226,-0.028155,-0.034436,-0.041102,-0.052793,-0.061155,-0.078151,-0.090481,-0.122665,-0.140786,-0.248062,-0.041044,0.302654,0.353875,0.466846,0.629498,0.683786,0.676914
-0.015482,-0.025558,-0.042594,-0.051188,-0.055655,-0.057103,-0.056647,-0.055456,-0.054310,-0.053403,-0.052544,-0.051501,-0.050206,-0.048763,-0.047339,-0.046057,-0.044947,-0.043962,-0.043019,-0.042049,-0.041021,-0.039940,-0.038842,-0.037771,-0.036767,-0.035855,-0.035045,-0.034328,-0.033688,-0.033101,-0.032546,-0.031999,-0.031449,-0.030877,-0.030284,-0.029646,-0.028972,-0.028216,-0.027404,-0.026476,-0.025546,-0.024575,-0.023887,-0.023482,-0.024058,-0.025583,-0.029380,-0.034981,-0.044408,-0.055513,-0.071835,-0.085932,-0.107309,-0.122751,-0.155633,-0.176196,-0.277212,0.004804,0.372803,0.392745,0.512943,0.662397,0.649740,0.598230
-0.011869,-0.020728,-0.035787,-0.043744,-0.048495,-0.050920,-0.051494,-0.050906,-0.049936,-0.049095,-0.048472,-0.047884,-0.047120,-0.046105,-0.044915,-0.043694,-0.042565,-0.041580,-0.040718,-0.039919,-0.039120,-0.038280,-0.037393,-0.036477,-0.035566,-0.034694,-0.033889,-0.033163,-0.032517,-0.031940,-0.031414,-0.030917,-0.030431,-0.029932,-0.029408,-0.028829,-0.028184,-0.027433,-0.026588,-0.025630,-0.024675,-0.023789,-0.023309,-0.023414,-0.024767,-0.027620,-0.033156,-0.041399,-0.054019,-0.069651,-0.090862,-0.110972,-0.135962,-0.154392,-0.187403,-0.210669,-0.291971,0.058657,0.439860,0.435918,0.557533,0.679161,0.597904,0.506428
