0.000000,0.131917,0.209690,0.271875,0.324199,0.369336,0.408988,0.444108,0.475264,0.502919,0.527540,0.549591,0.569490,0.587581,0.604126,0.619319,0.633307,0.646204,0.658109,0.669106,0.679275,0.688685,0.697404,0.705490,0.712997,0.719972,0.726459,0.732495,0.738114,0.743346,0.748221,0.752763,0.756997,0.760942,0.764623,0.768050,0.771251,0.774227,0.777012,0.779590,0.782014,0.784236,0.786354,0.788251,0.790116,0.791698,0.793365,0.794618,0.796205,0.797155,0.798863,0.799382,0.801203,0.801026,0.803010,0.800715,0.800839,0.796423,0.813909,0.824048,0.777661,0.625178,0.463288,0.000000
0.000000,0.050898,0.102722,0.148232,0.187871,0.222929,0.254588,0.283595,0.310288,0.334801,0.357235,0.377751,0.396564,0.413910,0.430011,0.445046,0.459152,0.472430,0.484951,0.496767,0.507921,0.518450,0.528387,0.537762,0.546604,0.554942,0.562801,0.570208,0.577188,0.583763,0.589957,0.595791,0.601287,0.606460,0.611333,0.615916,0.620233,0.624286,0.628105,0.631679,0.635052,0.638189,0.641165,0.643899,0.646529,0.648874,0.651212,0.653188,0.655364,0.657009,0.659130,0.660207,0.662193,0.662480,0.664042,0.661847,0.661939,0.663575,0.685575,0.689798,0.622335,0.487640,0.332272,0.000000
0.000000,-0.043640,-0.039580,-0.025839,-0.009850,0.006185,0.021929,0.037691,0.053677,0.069766,0.085629,0.100945,0.115526,0.129343,0.142482,0.155074,0.167245,0.179085,0.190646,0.201946,0.212977,0.223722,0.234157,0.244260,0.254014,0.263406,0.272429,0.281079,0.289359,0.297273,0.304831,0.312040,0.318913,0.325458,0.331690,0.337613,0.343246,0.348587,0.353660,0.358456,0.363008,0.367289,0.371360,0.375153,0.378782,0.382102,0.385357,0.388261,0.391291,0.393741,0.396461,0.397946,0.400327,0.400483,0.401920,0.399454,0.404022,0.415234,0.450207,0.433859,0.345351,0.253763,0.120597,0.000000
0.000000,-0.022798,-0.038850,-0.044024,-0.043130,-0.039646,-0.035407,-0.030869,-0.025787,-0.019879,-0.013146,-0.005852,0.001649,0.009068,0.016256,0.023197,0.029956,0.036630,0.043301,0.050023,0.056814,0.063664,0.070543,0.077414,0.084234,0.090966,0.097576,0.104034,0.110319,0.116415,0.122312,0.128002,0.133483,0.138752,0.143814,0.148665,0.153316,0.157760,0.162014,0.166062,0.169936,0.173599,0.177111,0.180394,0.183569,0.186482,0.189403,0.191984,0.194710,0.196682,0.198916,0.199685,0.201844,0.201187,0.204454,0.205070,0.221909,0.239609,0.292523,0.243259,0.177721,0.125884,0.027991,0.000000
0.000000,-0.017114,-0.032153,-0.042915,-0.049189,-0.052108,-0.053284,-0.053887,-0.054275,-0.054236,-0.053447,-0.051784,-0.049375,-0.046499,-0.043440,-0.040396,-0.037451,-0.034592,-0.031755,-0.028862,-0.025850,-0.022682,-0.019347,-0.015858,-0.012242,-0.008535,-0.004772,-0.000991,0.002776,0.006503,0.010168,0.013752,0.017245,0.020636,0.023922,0.027098,0.030163,0.033117,0.035959,0.038691,0.041313,0.043824,0.046228,0.048520,0.050716,0.052816,0.054850,0.056742,0.058457,0.059718,0.060708,0.061280,0.062718,0.064168,0.070881,0.080843,0.107919,0.138903,0.198902,0.126883,0.081105,0.041233,-0.028346,0.000000
0.000000,-0.011610,-0.024577,-0.036035,-0.045128,-0.051546,-0.055765,-0.058777,-0.061415,-0.063972,-0.066284,-0.068041,-0.069052,-0.069340,-0.069092,-0.068555,-0.067934,-0.067352,-0.066842,-0.066371,-0.065876,-0.065293,-0.064569,-0.063675,-0.062602,-0.061360,-0.059968,-0.058455,-0.056850,-0.055181,-0.053474,-0.051752,-0.050033,-0.048330,-0.046655,-0.045013,-0.043413,-0.041851,-0.040339,-0.038864,-0.037446,-0.036058,-0.034739,-0.033433,-0.032210,-0.030958,-0.029856,-0.028769,-0.028137,-0.027605,-0.027573,-0.026575,-0.024621,-0.018758,-0.006848,0.014180,0.049505,0.095869,0.144565,0.061526,0.022450,-0.017503,-0.061795,0.000000
0.000000,-0.008326,-0.018847,-0.028993,-0.038247,-0.046101,-0.052176,-0.056690,-0.060312,-0.063671,-0.067026,-0.070272,-0.073144,-0.075435,-0.077100,-0.078250,-0.079076,-0.079771,-0.080469,-0.081233,-0.082061,-0.082910,-0.083722,-0.084438,-0.085019,-0.085438,-0.085689,-0.085778,-0.085720,-0.085537,-0.085250,-0.084882,-0.084454,-0.083983,-0.083484,-0.082965,-0.082439,-0.081904,-0.081376,-0.080839,-0.080321,-0.079786,-0.079284,-0.078743,-0.078263,-0.077713,-0.077359,-0.077003,-0.077163,-0.077130,-0.077296,-0.075374,-0.071657,-0.061243,-0.044389,-0.015114,0.024481,0.076518,0.101631,0.017549,-0.022931,-0.063442,-0.083227,0.000000
0.000000,-0.006093,-0.014772,-0.023378,-0.031575,-0.039305,-0.046128,-0.051670,-0.056034,-0.059697,-0.063151,-0.066634,-0.070093,-0.073321,-0.076119,-0.078406,-0.080232,-0.081736,-0.083080,-0.084397,-0.085766,-0.087207,-0.088698,-0.090191,-0.091634,-0.092980,-0.094197,-0.095264,-0.096177,-0.096940,-0.097567,-0.098073,-0.098478,-0.098798,-0.099050,-0.099247,-0.099403,-0.099520,-0.099614,-0.099675,-0.099727,-0.099741,-0.099762,-0.099726,-0.099733,-0.099683,-0.099835,-0.099995,-0.100555,-0.100690,-0.100547,-0.097777,-0.092499,-0.079586,-0.060530,-0.028672,0.009980,0.057193,0.055854,-0.023469,-0.067325,-0.103025,-0.097679,0.000000
0.000000,-0.004429,-0.011682,-0.019127,-0.026138,-0.032948,-0.039526,-0.045461,-0.050420,-0.054447,-0.057898,-0.061167,-0.064475,-0.067810,-0.071014,-0.073914,-0.076409,-0.078507,-0.080301,-0.081918,-0.083480,-0.085070,-0.086723,-0.088435,-0.090174,-0.091896,-0.093555,-0.095116,-0.096552,-0.097850,-0.099008,-0.100031,-0.100930,-0.101719,-0.102414,-0.103028,-0.103575,-0.104063,-0.104507,-0.104904,-0.105274,-0.105597,-0.105909,-0.106166,-0.106454,-0.106712,-0.107141,-0.107574,-0.108230,-0.108354,-0.107928,-0.105019,-0.099548,-0.087032,-0.069029,-0.039285,-0.005023,0.030080,0.003114,-0.068521,-0.113326,-0.137398,-0.105959,0.000000
0.000000,-0.003166,-0.009154,-0.015751,-0.021912,-0.027727,-0.033500,-0.039156,-0.044324,-0.048715,-0.052347,-0.055493,-0.058476,-0.061494,-0.064567,-0.067579,-0.070381,-0.072871,-0.075026,-0.076901,-0.078593,-0.080204,-0.081816,-0.083473,-0.085185,-0.086933,-0.088685,-0.090400,-0.092043,-0.093586,-0.095012,-0.096312,-0.097486,-0.098540,-0.099484,-0.100331,-0.101093,-0.101780,-0.102407,-0.102976,-0.103504,-0.103982,-0.104437,-0.104844,-0.105271,-0.105685,-0.106222,-0.106745,-0.107355,-0.107485,-0.107112,-0.104892,-0.100626,-0.090648,-0.075823,-0.050926,-0.024412,-0.008048,-0.057372,-0.117612,-0.157535,-0.163783,-0.106461,0.000000
